grid_id,obs_density,species_richness,migration_ratio,latitude,longitude
22_14,3,1,0.3333333333333333,12.433243423364331,78.7225359463446
22_23,3,1,0.3333333333333333,16.347964961207236,78.7225359463446
22_25,3,1,0.0,17.208029798219822,78.7225359463446
22_26,12,1,0.3333333333333333,17.63658061663447,78.7225359463446
22_31,5,1,0.2,19.76366260418023,78.7225359463446
22_33,7,1,0.4285714285714285,20.606795505313503,78.7225359463446
22_34,1,1,1.0,21.026631845952377,78.7225359463446
22_35,1,1,1.0,21.445288967716728,78.7225359463446
22_40,2,1,0.5,23.520232969502963,78.7225359463446
22_48,22,2,0.3636363636363636,26.77231686184259,78.7225359463446
22_49,1,1,1.0,27.172615960128685,78.7225359463446
22_54,2,1,1.0,29.15237613428415,78.7225359463446
22_55,17,1,0.2352941176470588,29.543886679289603,78.7225359463446
22_56,6,1,0.1666666666666666,29.933886790328533,78.7225359463446
22_57,6,1,0.8333333333333334,30.32236429516476,78.7225359463446
22_58,5,1,0.8,30.709307349603503,78.7225359463446
22_59,7,1,0.2857142857142857,31.09470443671294,78.7225359463446
22_6,7,2,1.0,8.902684943528312,78.7225359463446
22_62,1,1,1.0,32.24150961365274,78.7225359463446
22_63,2,2,1.0,32.62061417279348,78.7225359463446
22_64,8,2,1.0,32.99812005252553,78.7225359463446
22_65,22,2,0.9090909090909092,33.37401767593068,78.7225359463446
22_66,26,2,0.9230769230769232,33.74829778436251,78.7225359463446
22_67,2,1,0.5,34.120951435694295,78.7225359463446
22_9,3,1,0.0,10.231385512182252,78.7225359463446
23_11,6,1,0.5,11.114151424867142,79.17169358840437
23_12,1,1,0.0,11.554547978511469,79.17169358840437
23_14,6,1,0.8333333333333334,12.433243423364331,79.17169358840437
23_15,16,1,0.6875,12.871492981781698,79.17169358840437
23_17,6,1,1.0,13.745674040031027,79.17169358840437
23_19,1,1,0.0,14.616604651341389,79.17169358840437
23_27,1,1,0.0,18.06411479211288,79.17169358840437
23_28,3,1,0.6666666666666666,18.490610988853064,79.17169358840437
23_29,4,1,0.0,18.916048153171918,79.17169358840437
23_30,5,1,0.2,19.340405517496713,79.17169358840437
23_31,1,1,0.0,19.76366260418023,79.17169358840437
23_32,26,1,0.3846153846153846,20.18579922913889,79.17169358840437
23_33,1,1,1.0,20.606795505313503,79.17169358840437
23_34,4,1,0.5,21.026631845952377,79.17169358840437
23_35,14,1,0.4285714285714285,21.445288967716728,79.17169358840437
23_36,9,1,0.5555555555555556,21.862747893608542,79.17169358840437
23_39,8,1,0.5,23.10775037770492,79.17169358840437
23_46,1,1,0.0,25.967485451899854,79.17169358840437
23_47,1,1,0.0,26.370601756536594,79.17169358840437
23_48,10,1,0.1,26.77231686184259,79.17169358840437
23_49,4,1,0.0,27.172615960128685,79.17169358840437
23_5,4,1,0.75,8.458673638182125,79.17169358840437
23_54,7,1,0.4285714285714285,29.15237613428415,79.17169358840437
23_55,58,1,0.4310344827586206,29.543886679289603,79.17169358840437
23_56,11,1,0.6363636363636364,29.933886790328533,79.17169358840437
23_57,98,1,0.7142857142857143,30.32236429516476,79.17169358840437
23_58,7,1,0.7142857142857143,30.709307349603503,79.17169358840437
23_59,4,1,0.75,31.09470443671294,79.17169358840437
23_62,1,1,0.0,32.24150961365274,79.17169358840437
23_63,35,2,0.8857142857142857,32.62061417279348,79.17169358840437
23_64,1,1,1.0,32.99812005252553,79.17169358840437
23_7,12,3,0.5,9.34615791751325,79.17169358840437
23_8,1,1,1.0,9.789066678366634,79.17169358840437
24_10,5,1,0.2,10.673088880017286,79.62085123046413
24_11,5,2,0.4,11.114151424867142,79.62085123046413
24_12,6,2,0.3333333333333333,11.554547978511469,79.62085123046413
24_13,12,3,0.1666666666666666,11.994253568227144,79.62085123046413
24_14,2,1,0.5,12.433243423364331,79.62085123046413
24_15,6,1,0.0,12.871492981781698,79.62085123046413
24_17,6,1,0.8333333333333334,13.745674040031027,79.62085123046413
24_27,4,1,0.0,18.06411479211288,79.62085123046413
24_30,5,1,1.0,19.340405517496713,79.62085123046413
24_31,2,1,0.0,19.76366260418023,79.62085123046413
24_32,2,1,0.5,20.18579922913889,79.62085123046413
24_34,1,1,1.0,21.026631845952377,79.62085123046413
24_36,3,1,0.6666666666666666,21.862747893608542,79.62085123046413
24_39,1,1,1.0,23.10775037770492,79.62085123046413
24_48,3,1,0.0,26.77231686184259,79.62085123046413
24_54,89,1,0.4606741573033708,29.15237613428415,79.62085123046413
24_55,313,1,0.4313099041533546,29.543886679289603,79.62085123046413
24_56,11,1,0.0,29.933886790328533,79.62085123046413
24_57,2,1,1.0,30.32236429516476,79.62085123046413
24_58,12,1,0.8333333333333334,30.709307349603503,79.62085123046413
24_7,3,2,0.6666666666666666,9.34615791751325,79.62085123046413
24_9,7,1,0.4285714285714285,10.231385512182252,79.62085123046413
25_10,1,1,0.0,10.673088880017286,80.0700088725239
25_11,1,1,0.0,11.114151424867142,80.0700088725239
25_13,15,3,0.4,11.994253568227144,80.0700088725239
25_14,23,3,0.0869565217391304,12.433243423364331,80.0700088725239
25_15,175,3,0.3828571428571428,12.871492981781698,80.0700088725239
25_16,11,3,0.0909090909090909,13.308977896137208,80.0700088725239
25_17,7,2,0.8571428571428571,13.745674040031027,80.0700088725239
25_18,2,2,0.5,14.181557513997255,80.0700088725239
25_19,12,3,0.25,14.616604651341389,80.0700088725239
25_21,2,1,0.0,15.484096447164378,80.0700088725239
25_25,2,1,0.0,17.208029798219822,80.0700088725239
25_26,3,1,1.0,17.63658061663447,80.0700088725239
25_29,4,1,1.0,18.916048153171918,80.0700088725239
25_30,1,1,1.0,19.340405517496713,80.0700088725239
25_31,6,1,0.0,19.76366260418023,80.0700088725239
25_33,5,1,0.2,20.606795505313503,80.0700088725239
25_34,3,1,0.6666666666666666,21.026631845952377,80.0700088725239
25_35,4,1,0.5,21.445288967716728,80.0700088725239
25_37,1,1,1.0,22.27898995572114,80.0700088725239
25_38,2,1,0.0,22.69399679781292,80.0700088725239
25_39,44,1,0.2954545454545454,23.10775037770492,80.0700088725239
